Method: deltablue::Plan::execute, Block ID: 163, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Plan::execute, Block ID: 166, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Plan::execute, Block ID: 167, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 171, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Plan::execute, Block ID: 173, Normal Time: 2.069, Slowdown Time: 4.85, Percentage Increase: 134.41275978733685%
Method: deltablue::Plan::execute, Block ID: 174, Normal Time: 21.363, Slowdown Time: 42.747, Percentage Increase: 100.09830080044937%
Method: deltablue::Plan::execute, Block ID: 175, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Plan::execute, Block ID: 176, Normal Time: 2.085, Slowdown Time: 4.077, Percentage Increase: 95.53956834532374%
Method: deltablue::Plan::execute, Block ID: 177, Normal Time: 2.324, Slowdown Time: 5.826, Percentage Increase: 150.6884681583477%
Method: deltablue::Plan::execute, Block ID: 178, Normal Time: 1.195, Slowdown Time: 2.345, Percentage Increase: 96.23430962343097%
Method: deltablue::Plan::execute, Block ID: 179, Normal Time: 0.006, Slowdown Time: 1.062, Percentage Increase: 17600.0%
Method: deltablue::Plan::execute, Block ID: 211, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 180, Normal Time: 1.012, Slowdown Time: 2.045, Percentage Increase: 102.07509881422925%
Method: deltablue::Plan::execute, Block ID: 212, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 213, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Plan::execute, Block ID: 181, Normal Time: 0.0, Slowdown Time: 0.867, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 182, Normal Time: 4.06, Slowdown Time: 8.133, Percentage Increase: 100.32019704433498%
Method: deltablue::Plan::execute, Block ID: 214, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: deltablue::Plan::execute, Block ID: 183, Normal Time: 1.039, Slowdown Time: 1.083, Percentage Increase: 4.2348411934552495%
Method: deltablue::Plan::execute, Block ID: 184, Normal Time: 2.011, Slowdown Time: 4.195, Percentage Increase: 108.60268523122825%
Method: deltablue::Plan::execute, Block ID: 186, Normal Time: 9.052, Slowdown Time: 18.317, Percentage Increase: 102.35307114449846%
Method: deltablue::Plan::execute, Block ID: 187, Normal Time: 18.687, Slowdown Time: 37.211, Percentage Increase: 99.1277358591534%
Method: deltablue::Plan::execute, Block ID: 28, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 157, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Median Percentage Increase: 100.32019704433498%
Method: deltablue::Planner::change, Block ID: 194, Normal Time: 0.004, Slowdown Time: 0.01, Percentage Increase: 150.0%
Method: deltablue::Planner::change, Block ID: 262, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 265, Normal Time: 0.003, Slowdown Time: 0.007, Percentage Increase: 133.33333333333331%
Method: deltablue::Planner::change, Block ID: 75, Normal Time: 0.002, Slowdown Time: 0.003, Percentage Increase: 50.0%
Method: deltablue::Planner::change, Block ID: 76, Normal Time: 0.265, Slowdown Time: 0.559, Percentage Increase: 110.94339622641512%
Method: deltablue::Planner::change, Block ID: 77, Normal Time: 1.548, Slowdown Time: 2.979, Percentage Increase: 92.44186046511628%
Method: deltablue::Planner::change, Block ID: 78, Normal Time: 0.009, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 79, Normal Time: 0.117, Slowdown Time: 0.223, Percentage Increase: 90.59829059829059%
Method: deltablue::Planner::change, Block ID: 80, Normal Time: 0.375, Slowdown Time: 0.998, Percentage Increase: 166.13333333333333%
Method: deltablue::Planner::change, Block ID: 81, Normal Time: 0.119, Slowdown Time: 0.194, Percentage Increase: 63.025210084033624%
Method: deltablue::Planner::change, Block ID: 82, Normal Time: 0.003, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 83, Normal Time: 0.081, Slowdown Time: 0.154, Percentage Increase: 90.12345679012344%
Method: deltablue::Planner::change, Block ID: 84, Normal Time: 0.0, Slowdown Time: 0.062, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 85, Normal Time: 0.206, Slowdown Time: 0.436, Percentage Increase: 111.65048543689322%
Method: deltablue::Planner::change, Block ID: 86, Normal Time: 0.061, Slowdown Time: 0.005, Percentage Increase: -91.80327868852459%
Method: deltablue::Planner::change, Block ID: 91, Normal Time: 0.586, Slowdown Time: 1.033, Percentage Increase: 76.27986348122866%
Method: deltablue::Planner::change, Block ID: 219, Normal Time: 0.0, Slowdown Time: 0.006, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 92, Normal Time: 1.304, Slowdown Time: 2.576, Percentage Increase: 97.54601226993866%
Method: deltablue::Planner::change, Block ID: 220, Normal Time: 0.002, Slowdown Time: 0.006, Percentage Increase: 200.0%
Method: deltablue::Planner::change, Block ID: 221, Normal Time: 0.016, Slowdown Time: 0.014, Percentage Increase: -12.5%
Method: deltablue::Planner::change, Block ID: 222, Normal Time: 0.005, Slowdown Time: 0.005, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 95, Normal Time: 1.026, Slowdown Time: 2.564, Percentage Increase: 149.90253411306043%
Method: deltablue::Planner::change, Block ID: 223, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 96, Normal Time: 0.153, Slowdown Time: 0.272, Percentage Increase: 77.77777777777779%
Method: deltablue::Planner::change, Block ID: 227, Normal Time: 0.013, Slowdown Time: 0.009, Percentage Increase: -30.76923076923077%
Method: deltablue::Planner::change, Block ID: 228, Normal Time: 0.004, Slowdown Time: 0.003, Percentage Increase: -25.0%
Method: deltablue::Planner::change, Block ID: 229, Normal Time: 0.013, Slowdown Time: 0.01, Percentage Increase: -23.076923076923073%
Method: deltablue::Planner::change, Block ID: 233, Normal Time: 0.005, Slowdown Time: 0.003, Percentage Increase: -40.0%
Method: deltablue::Planner::change, Block ID: 180, Normal Time: 0.008, Slowdown Time: 0.002, Percentage Increase: -75.0%
Method: deltablue::Planner::change, Block ID: 182, Normal Time: 0.016, Slowdown Time: 0.013, Percentage Increase: -18.750000000000007%
Method: deltablue::Planner::change, Block ID: 183, Normal Time: 0.004, Slowdown Time: 0.006, Percentage Increase: 50.0%
Method: deltablue::Planner::change, Block ID: 188, Normal Time: 0.011, Slowdown Time: 0.023, Percentage Increase: 109.09090909090911%
Method: deltablue::Planner::change, Block ID: 189, Normal Time: 0.0, Slowdown Time: 0.003, Percentage Increase: 0.0%
