Method: deltablue::Plan::execute, Block ID: 163, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 166, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 167, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: deltablue::Plan::execute, Block ID: 42, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Plan::execute, Block ID: 171, Normal Time: 0.002, Slowdown Time: 0.003, Percentage Increase: 50.0%
Method: deltablue::Plan::execute, Block ID: 173, Normal Time: 2.109, Slowdown Time: 3.201, Percentage Increase: 51.778093883357045%
Method: deltablue::Plan::execute, Block ID: 174, Normal Time: 21.094, Slowdown Time: 32.111, Percentage Increase: 52.22812174077934%
Method: deltablue::Plan::execute, Block ID: 175, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 176, Normal Time: 2.015, Slowdown Time: 3.055, Percentage Increase: 51.61290322580645%
Method: deltablue::Plan::execute, Block ID: 177, Normal Time: 2.397, Slowdown Time: 3.911, Percentage Increase: 63.16228619107219%
Method: deltablue::Plan::execute, Block ID: 178, Normal Time: 1.245, Slowdown Time: 1.238, Percentage Increase: -0.5622489959839452%
Method: deltablue::Plan::execute, Block ID: 179, Normal Time: 0.004, Slowdown Time: 0.964, Percentage Increase: 24000.0%
Method: deltablue::Plan::execute, Block ID: 180, Normal Time: 1.039, Slowdown Time: 1.096, Percentage Increase: 5.486044273339766%
Method: deltablue::Plan::execute, Block ID: 181, Normal Time: 0.002, Slowdown Time: 1.02, Percentage Increase: 50900.0%
Method: deltablue::Plan::execute, Block ID: 213, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 182, Normal Time: 4.231, Slowdown Time: 5.205, Percentage Increase: 23.020562514771928%
Method: deltablue::Plan::execute, Block ID: 214, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Plan::execute, Block ID: 183, Normal Time: 1.05, Slowdown Time: 1.056, Percentage Increase: 0.571428571428572%
Method: deltablue::Plan::execute, Block ID: 184, Normal Time: 1.95, Slowdown Time: 3.005, Percentage Increase: 54.1025641025641%
Method: deltablue::Plan::execute, Block ID: 186, Normal Time: 9.139, Slowdown Time: 14.224, Percentage Increase: 55.64066090381882%
Method: deltablue::Plan::execute, Block ID: 187, Normal Time: 18.958, Slowdown Time: 27.982, Percentage Increase: 47.59995780145586%
Method: deltablue::Plan::execute, Block ID: 157, Normal Time: 0.002, Slowdown Time: 0.003, Percentage Increase: 50.0%
Method: deltablue::Plan::execute, Median Percentage Increase: 51.778093883357045%
Method: deltablue::Planner::change, Block ID: 194, Normal Time: 0.004, Slowdown Time: 0.016, Percentage Increase: 300.0%
Method: deltablue::Planner::change, Block ID: 262, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 265, Normal Time: 0.001, Slowdown Time: 0.003, Percentage Increase: 200.0%
Method: deltablue::Planner::change, Block ID: 75, Normal Time: 0.003, Slowdown Time: 0.003, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 76, Normal Time: 0.286, Slowdown Time: 0.363, Percentage Increase: 26.923076923076927%
Method: deltablue::Planner::change, Block ID: 77, Normal Time: 1.515, Slowdown Time: 2.242, Percentage Increase: 47.986798679867995%
Method: deltablue::Planner::change, Block ID: 78, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 79, Normal Time: 0.145, Slowdown Time: 0.22, Percentage Increase: 51.7241379310345%
Method: deltablue::Planner::change, Block ID: 80, Normal Time: 0.357, Slowdown Time: 0.644, Percentage Increase: 80.39215686274511%
Method: deltablue::Planner::change, Block ID: 81, Normal Time: 0.136, Slowdown Time: 0.243, Percentage Increase: 78.67647058823528%
Method: deltablue::Planner::change, Block ID: 82, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 83, Normal Time: 0.071, Slowdown Time: 0.139, Percentage Increase: 95.77464788732398%
Method: deltablue::Planner::change, Block ID: 84, Normal Time: 0.0, Slowdown Time: 0.058, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 85, Normal Time: 0.241, Slowdown Time: 0.296, Percentage Increase: 22.821576763485474%
Method: deltablue::Planner::change, Block ID: 86, Normal Time: 0.051, Slowdown Time: 0.079, Percentage Increase: 54.901960784313744%
Method: deltablue::Planner::change, Block ID: 91, Normal Time: 0.603, Slowdown Time: 0.915, Percentage Increase: 51.74129353233832%
Method: deltablue::Planner::change, Block ID: 219, Normal Time: 0.004, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 92, Normal Time: 1.288, Slowdown Time: 2.032, Percentage Increase: 57.7639751552795%
Method: deltablue::Planner::change, Block ID: 220, Normal Time: 0.003, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 221, Normal Time: 0.013, Slowdown Time: 0.033, Percentage Increase: 153.84615384615387%
Method: deltablue::Planner::change, Block ID: 222, Normal Time: 0.004, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 95, Normal Time: 1.052, Slowdown Time: 1.553, Percentage Increase: 47.62357414448668%
Method: deltablue::Planner::change, Block ID: 223, Normal Time: 0.003, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 96, Normal Time: 0.159, Slowdown Time: 0.206, Percentage Increase: 29.55974842767295%
Method: deltablue::Planner::change, Block ID: 160, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 227, Normal Time: 0.01, Slowdown Time: 0.031, Percentage Increase: 209.99999999999997%
Method: deltablue::Planner::change, Block ID: 228, Normal Time: 0.004, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 229, Normal Time: 0.011, Slowdown Time: 0.013, Percentage Increase: 18.181818181818183%
Method: deltablue::Planner::change, Block ID: 233, Normal Time: 0.006, Slowdown Time: 0.006, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 180, Normal Time: 0.005, Slowdown Time: 0.014, Percentage Increase: 180.00000000000003%
Method: deltablue::Planner::change, Block ID: 182, Normal Time: 0.007, Slowdown Time: 0.009, Percentage Increase: 28.57142857142856%
Method: deltablue::Planner::change, Block ID: 183, Normal Time: 0.007, Slowdown Time: 0.007, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 184, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: deltablue::Planner::change, Block ID: 188, Normal Time: 0.013, Slowdown Time: 0.022, Percentage Increase: 69.23076923076923%
Method: deltablue::Planner::change, Block ID: 189, Normal Time: 0.0, Slowdown Time: 0.01, Percentage Increase: 0.0%
Method: deltablue::Planner::change, Block ID: 190, Normal Time: 0.01, Slowdown Time: 0.006, Percentage Increase: -40.0%
Method: deltablue::Planner::change, Median Percentage Increase: 56.33296796979663%
Method: deltablue::EqualityConstraint::execute, Block ID: 2, Normal Time: 0.898, Slowdown Time: 1.793, Percentage Increase: 99.66592427616925%
Method: deltablue::EqualityConstraint::execute, Block ID: 3, Normal Time: 2.662, Slowdown Time: 3.658, Percentage Increase: 37.415477084898576%
Method: deltablue::EqualityConstraint::execute, Block ID: 4, Normal Time: 1.132, Slowdown Time: 1.955, Percentage Increase: 72.70318021201415%
Method: deltablue::EqualityConstraint::execute, Block ID: 5, Normal Time: 0.005, Slowdown Time: 0.002, Percentage Increase: -60.0%
Method: deltablue::EqualityConstraint::execute, Block ID: 6, Normal Time: 0.888, Slowdown Time: 0.874, Percentage Increase: -1.5765765765765778%
Method: deltablue::EqualityConstraint::execute, Block ID: 7, Normal Time: 0.031, Slowdown Time: 0.037, Percentage Increase: 19.354838709677413%
Method: deltablue::EqualityConstraint::execute, Median Percentage Increase: 55.05932864845636%
Method: deltablue::Planner::makePlan, Block ID: 259, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: deltablue::Planner::makePlan, Block ID: 268, Normal Time: 0.002, Slowdown Time: 0.011, Percentage Increase: 450.0%
Method: deltablue::Planner::makePlan, Block ID: 269, Normal Time: 0.034, Slowdown Time: 0.036, Percentage Increase: 5.882352941176455%
Method: deltablue::Planner::makePlan, Block ID: 270, Normal Time: 0.234, Slowdown Time: 0.267, Percentage Increase: 14.102564102564102%
Method: deltablue::Planner::makePlan, Block ID: 271, Normal Time: 0.125, Slowdown Time: 0.18, Percentage Increase: 43.99999999999999%
