Method: cd::RedBlackTree::treeInsert, Block ID: 2, Normal Time: 0.269, Slowdown Time: 0.663, Percentage Increase: 146.46840148698885%
Method: cd::RedBlackTree::treeInsert, Block ID: 3, Normal Time: 0.333, Slowdown Time: 0.752, Percentage Increase: 125.82582582582582%
Method: cd::RedBlackTree::treeInsert, Block ID: 4, Normal Time: 0.334, Slowdown Time: 1.168, Percentage Increase: 249.70059880239518%
Method: cd::RedBlackTree::treeInsert, Block ID: 6, Normal Time: 0.676, Slowdown Time: 1.881, Percentage Increase: 178.25443786982248%
Method: cd::RedBlackTree::treeInsert, Block ID: 7, Normal Time: 0.057, Slowdown Time: 0.072, Percentage Increase: 26.315789473684198%
Method: cd::RedBlackTree::treeInsert, Block ID: 9, Normal Time: 0.009, Slowdown Time: 0.002, Percentage Increase: -77.77777777777779%
Method: cd::RedBlackTree::treeInsert, Block ID: 10, Normal Time: 0.087, Slowdown Time: 0.147, Percentage Increase: 68.96551724137932%
Method: cd::RedBlackTree::treeInsert, Block ID: 11, Normal Time: 0.031, Slowdown Time: 0.08, Percentage Increase: 158.06451612903228%
Method: cd::RedBlackTree::treeInsert, Block ID: 12, Normal Time: 0.016, Slowdown Time: 0.031, Percentage Increase: 93.75%
Method: cd::RedBlackTree::treeInsert, Block ID: 13, Normal Time: 0.022, Slowdown Time: 0.046, Percentage Increase: 109.09090909090911%
Method: cd::RedBlackTree::treeInsert, Block ID: 14, Normal Time: 0.073, Slowdown Time: 0.214, Percentage Increase: 193.1506849315069%
Method: cd::RedBlackTree::treeInsert, Block ID: 15, Normal Time: 0.016, Slowdown Time: 0.019, Percentage Increase: 18.749999999999993%
Method: cd::RedBlackTree::treeInsert, Block ID: 16, Normal Time: 0.007, Slowdown Time: 0.001, Percentage Increase: -85.71428571428571%
Method: cd::RedBlackTree::treeInsert, Block ID: 17, Normal Time: 0.369, Slowdown Time: 0.891, Percentage Increase: 141.46341463414635%
Method: cd::RedBlackTree::treeInsert, Block ID: 21, Normal Time: 0.121, Slowdown Time: 0.292, Percentage Increase: 141.32231404958677%
Method: cd::RedBlackTree::treeInsert, Block ID: 22, Normal Time: 0.005, Slowdown Time: 0.027, Percentage Increase: 439.99999999999994%
Method: cd::RedBlackTree::treeInsert, Block ID: 23, Normal Time: 0.166, Slowdown Time: 0.282, Percentage Increase: 69.87951807228913%
Method: cd::RedBlackTree::treeInsert, Block ID: 27, Normal Time: 0.074, Slowdown Time: 0.195, Percentage Increase: 163.51351351351354%
Method: cd::RedBlackTree::treeInsert, Block ID: 28, Normal Time: 0.241, Slowdown Time: 0.705, Percentage Increase: 192.53112033195018%
Method: cd::RedBlackTree::treeInsert, Block ID: 29, Normal Time: 0.064, Slowdown Time: 0.215, Percentage Increase: 235.9375%
Method: cd::RedBlackTree::treeInsert, Block ID: 30, Normal Time: 0.086, Slowdown Time: 0.109, Percentage Increase: 26.744186046511636%
Method: cd::RedBlackTree::treeInsert, Block ID: 31, Normal Time: 0.001, Slowdown Time: 0.012, Percentage Increase: 1100.0%
Method: cd::RedBlackTree::treeInsert, Block ID: 32, Normal Time: 0.067, Slowdown Time: 0.119, Percentage Increase: 77.61194029850745%
