Method list (CPU)

+-----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                       Method                                                                        |   Time (ms)    |  Own Time (ms)  |  Samples  |
+-----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                             |  95,004  100%  |              0  |    9,637  |
|  Run.runBenchmark()                                                                                                                                 |  95,004  100%  |              0  |    9,637  |
|  Run.doRuns(Benchmark)                                                                                                                              |  94,994   99%  |              0  |    9,636  |
|  Run.measure(Benchmark, int)                                                                                                                        |  94,994   99%  |              0  |    9,636  |
|  Havlak.innerBenchmarkLoop(int)                                                                                                                     |  94,926   99%  |              0  |    9,629  |
|  havlak.LoopTesterApp.main(int, int, int, int, int)                                                                                                 |  94,926   99%  |             28  |    9,629  |
|  som.Vector.forEach(ForEachInterface)                                                                                                               |  60,500   64%  |          4,426  |    6,120  |
|  havlak.LoopTesterApp.findLoops(LoopStructureGraph)                                                                                                 |  58,356   61%  |             19  |    5,950  |
|  havlak.HavlakLoopFinder.findLoops()                                                                                                                |  57,892   61%  |          5,327  |    5,903  |
|  som.Set.add(Object)                                                                                                                                |  37,887   40%  |            110  |    3,813  |
|  havlak.LoopStructureGraph.calculateNestingLevel()                                                                                                  |  36,388   38%  |          < 0.1  |    3,659  |
|  som.Vector.hasSome(TestInterface)                                                                                                                  |  35,757   38%  |         35,350  |    3,598  |
|  som.Set.hasSome(TestInterface)                                                                                                                     |  35,023   37%  |             49  |    3,522  |
|  havlak.LoopStructureGraph$1.apply(Object)                                                                                                          |  34,947   37%  |            698  |    3,514  |
|  havlak.SimpleLoop.setParent(SimpleLoop)                                                                                                            |  34,775   37%  |             49  |    3,499  |
|  havlak.SimpleLoop.addChildLoop(SimpleLoop)                                                                                                         |  34,725   37%  |             40  |    3,494  |
|  som.IdentitySet.contains(Object)                                                                                                                   |  34,533   36%  |              0  |    3,473  |
|  havlak.LoopStructureGraph$1.apply(SimpleLoop)                                                                                                      |  34,248   36%  |             19  |    3,444  |
|  havlak.LoopTesterApp.addDummyLoops(int)                                                                                                            |  19,248   20%  |              0  |    1,955  |
|  som.Vector.<init>(int)                                                                                                                             |  13,858   15%  |         13,858  |    1,412  |
|  som.Vector.<init>()                                                                                                                                |  12,202   13%  |              0  |    1,243  |
|  havlak.HavlakLoopFinder.initAllNodes()                                                                                                             |  12,022   13%  |              9  |    1,220  |
|  som.Set.forEach(ForEachInterface)                                                                                                                  |   9,505   10%  |              0  |      969  |
|  havlak.HavlakLoopFinder.identifyEdges(int)                                                                                                         |   8,364    9%  |            836  |      851  |
|  havlak.HavlakLoopFinder.doDFS(BasicBlock, int)                                                                                                     |   8,322    9%  |          2,020  |      841  |
|  havlak.HavlakLoopFinder.stepEProcessNonBackPreds(int, Vector, Vector, UnionFindNode)                                                               |   8,300    9%  |             59  |      849  |
|  havlak.HavlakLoopFinder$$Lambda.0x00000008000c9d78.apply(Object)                                                                                   |   7,565    8%  |            249  |      772  |
|  havlak.HavlakLoopFinder.processEdges(BasicBlock, int)                                                                                              |   7,528    8%  |            520  |      765  |
|  havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$1(int, Vector, Vector, Object)                                                             |   7,316    8%  |          1,699  |      747  |
|  som.Vector.append(Object)                                                                                                                          |   6,806    7%  |          6,478  |      694  |
|  havlak.HavlakLoopFinder$2.apply(Object)                                                                                                            |   6,033    6%  |            866  |      612  |
|  havlak.HavlakLoopFinder$2.apply(BasicBlock)                                                                                                        |   5,167    5%  |            908  |      525  |
|  havlak.HavlakLoopFinder.stepD(int, Vector)                                                                                                         |   4,831    5%  |          1,041  |      498  |
|  havlak.UnionFindNode.findSet()                                                                                                                     |   4,411    5%  |            890  |      455  |
|  havlak.UnionFindNode.initNode(BasicBlock, int)                                                                                                     |   3,660    4%  |          3,660  |      369  |
|  havlak.HavlakLoopFinder$1.apply(Object)                                                                                                            |   3,228    3%  |            666  |      332  |
|  som.Dictionary.atPut(Dictionary$CustomHash, Object)                                                                                                |   3,032    3%  |          1,015  |      308  |
|  havlak.HavlakLoopFinder.setLoopAttributes(int, Vector, SimpleLoop)                                                                                 |   2,916    3%  |            165  |      296  |
|  havlak.HavlakLoopFinder$1.apply(BasicBlock)                                                                                                        |   2,562    3%  |              9  |      261  |
|  som.Dictionary.at(Dictionary$CustomHash)                                                                                                           |   2,455    3%  |          1,493  |      249  |
|  havlak.HavlakLoopFinder$4.apply(Object)                                                                                                            |   2,418    3%  |            138  |      247  |
|  havlak.HavlakLoopFinder$4.apply(UnionFindNode)                                                                                                     |   2,279    2%  |            165  |      233  |
|  som.Set.<init>()                                                                                                                                   |   2,211    2%  |              0  |      227  |
|  som.Set.<init>(int)                                                                                                                                |   2,211    2%  |            555  |      227  |
|  havlak.LoopStructureGraph.createNewLoop(BasicBlock, boolean)                                                                                       |   2,123    2%  |            138  |      220  |
|  som.Vector.at(int)                                                                                                                                 |   2,112    2%  |          2,112  |      217  |
|  havlak.HavlakLoopFinder$5.apply(Object)                                                                                                            |   1,694    2%  |            253  |      175  |
