Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------+-----------------+-----------+
|                                                                                   Method                                                                                   |    Time (ms)    |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                    |  100,976  100%  |              0  |   10,241  |
|  Run.runBenchmark()                                                                                                                                                        |  100,976  100%  |              0  |   10,241  |
|  Run.doRuns(Benchmark)                                                                                                                                                     |  100,966   99%  |              0  |   10,239  |
|  Run.measure(Benchmark, int)                                                                                                                                               |  100,966   99%  |          < 0.1  |   10,239  |
|  Havlak.innerBenchmarkLoop(int)                                                                                                                                            |  100,917   99%  |          < 0.1  |   10,234  |
|  havlak.LoopTesterApp.main(int, int, int, int, int)                                                                                                                        |  100,909   99%  |              9  |   10,233  |
|  havlak.LoopTesterApp.findLoops(LoopStructureGraph)                                                                                                                        |   64,383   64%  |             39  |    6,560  |
|  havlak.HavlakLoopFinder.findLoops()                                                                                                                                       |   64,017   63%  |          5,135  |    6,523  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                      |   61,403   61%  |          4,196  |    6,207  |
|  som.Set.add(Object)                                                                                                                                                       |   38,058   38%  |            133  |    3,832  |
|  havlak.LoopStructureGraph.calculateNestingLevel()                                                                                                                         |   36,365   36%  |          < 0.1  |    3,656  |
|  som.Vector.hasSome(TestInterface)                                                                                                                                         |   35,874   36%  |         35,366  |    3,607  |
|  som.Set.hasSome(TestInterface)                                                                                                                                            |   35,177   35%  |             59  |    3,536  |
|  havlak.SimpleLoop.setParent(SimpleLoop)                                                                                                                                   |   35,074   35%  |             29  |    3,527  |
|  havlak.LoopStructureGraph$1.apply(Object)                                                                                                                                 |   35,047   35%  |            732  |    3,523  |
|  havlak.SimpleLoop.addChildLoop(SimpleLoop)                                                                                                                                |   35,044   35%  |             39  |    3,524  |
|  som.IdentitySet.contains(Object)                                                                                                                                          |   34,667   34%  |              0  |    3,485  |
|  havlak.LoopStructureGraph$1.apply(SimpleLoop)                                                                                                                             |   34,314   34%  |             39  |    3,449  |
|  havlak.LoopTesterApp.addDummyLoops(int)                                                                                                                                   |   21,495   21%  |             20  |    2,188  |
|  havlak.HavlakLoopFinder.initAllNodes()                                                                                                                                    |   16,268   16%  |              9  |    1,656  |
