Benchmark,Suite,Var,Mean
Permute,NoSlowdown-100,8,97
Permute,NoSlowdown-100,9,97
Queens,NoSlowdown-100,1,71
Queens,NoSlowdown-100,10,71
Queens,NoSlowdown-100,2,71
Queens,NoSlowdown-100,3,71
Queens,NoSlowdown-100,4,71
Queens,NoSlowdown-100,5,71
Queens,NoSlowdown-100,6,71
Queens,NoSlowdown-100,7,71
Queens,NoSlowdown-100,8,71
Queens,NoSlowdown-100,9,71
DeltaBlue,NoSlowdown-100,1,222
DeltaBlue,NoSlowdown-100,10,224
DeltaBlue,NoSlowdown-100,2,224
DeltaBlue,NoSlowdown-100,3,222
DeltaBlue,NoSlowdown-100,4,224
DeltaBlue,NoSlowdown-100,5,224
DeltaBlue,NoSlowdown-100,6,224
DeltaBlue,NoSlowdown-100,7,224
DeltaBlue,NoSlowdown-100,8,223
DeltaBlue,NoSlowdown-100,9,223
Mandelbrot,NoSlowdown-100,1,128
Mandelbrot,NoSlowdown-100,10,128
Mandelbrot,NoSlowdown-100,2,128
Mandelbrot,NoSlowdown-100,3,128
Mandelbrot,NoSlowdown-100,4,128
Mandelbrot,NoSlowdown-100,5,128
Mandelbrot,NoSlowdown-100,6,128
Mandelbrot,NoSlowdown-100,7,128
Mandelbrot,NoSlowdown-100,8,128
Mandelbrot,NoSlowdown-100,9,128
Json,NoSlowdown-150,1,69
Richards,NoSlowdown-150,1,83
Richards,NoSlowdown-150,10,83
Json,NoSlowdown-150,10,68
Json,NoSlowdown-150,2,68
Richards,NoSlowdown-150,2,83
Json,NoSlowdown-150,3,68
Richards,NoSlowdown-150,3,83
Richards,NoSlowdown-150,4,83
Json,NoSlowdown-150,4,68
Json,NoSlowdown-150,5,68
Richards,NoSlowdown-150,5,83
Json,NoSlowdown-150,6,68
Richards,NoSlowdown-150,6,83
Richards,NoSlowdown-150,7,83
Json,NoSlowdown-150,7,68
Json,NoSlowdown-150,8,68
Richards,NoSlowdown-150,8,83
Json,NoSlowdown-150,9,69
Richards,NoSlowdown-150,9,83
CD,NoSlowdown-150,1,111
CD,NoSlowdown-150,10,111
CD,NoSlowdown-150,2,111
CD,NoSlowdown-150,3,111
CD,NoSlowdown-150,4,111
CD,NoSlowdown-150,5,111
CD,NoSlowdown-150,6,111
CD,NoSlowdown-150,7,111
CD,NoSlowdown-150,8,111
CD,NoSlowdown-150,9,111
Bounce,NoSlowdown-150,1,114
Sieve,NoSlowdown-150,1,182
List,NoSlowdown-150,1,179
List,NoSlowdown-150,10,179
Bounce,NoSlowdown-150,10,114
Sieve,NoSlowdown-150,10,183
List,NoSlowdown-150,2,178
Bounce,NoSlowdown-150,2,114
Sieve,NoSlowdown-150,2,181
List,NoSlowdown-150,3,178
Bounce,NoSlowdown-150,3,114
Sieve,NoSlowdown-150,3,182
Sieve,NoSlowdown-150,4,181
Bounce,NoSlowdown-150,4,114
List,NoSlowdown-150,4,178
Bounce,NoSlowdown-150,5,115
Sieve,NoSlowdown-150,5,183
List,NoSlowdown-150,5,179
Bounce,NoSlowdown-150,6,115
Sieve,NoSlowdown-150,6,181
List,NoSlowdown-150,6,178
Sieve,NoSlowdown-150,7,182
Bounce,NoSlowdown-150,7,114
List,NoSlowdown-150,7,179
Sieve,NoSlowdown-150,8,182
List,NoSlowdown-150,8,178
Bounce,NoSlowdown-150,8,115
Sieve,NoSlowdown-150,9,181
Bounce,NoSlowdown-150,9,115
List,NoSlowdown-150,9,178
NBody,NoSlowdown-150,1,108
NBody,NoSlowdown-150,10,108
NBody,NoSlowdown-150,2,109
NBody,NoSlowdown-150,3,108
NBody,NoSlowdown-150,4,108
NBody,NoSlowdown-150,5,108
NBody,NoSlowdown-150,6,108
NBody,NoSlowdown-150,7,109
NBody,NoSlowdown-150,8,109
NBody,NoSlowdown-150,9,108
Storage,NoSlowdown-150,1,97
Storage,NoSlowdown-150,10,96
Storage,NoSlowdown-150,2,96
Storage,NoSlowdown-150,3,96
Storage,NoSlowdown-150,4,97
Storage,NoSlowdown-150,5,96
Storage,NoSlowdown-150,6,96
Storage,NoSlowdown-150,7,96
Storage,NoSlowdown-150,8,100
Storage,NoSlowdown-150,9,97
Towers,NoSlowdown-150,1,114
Towers,NoSlowdown-150,10,113
Towers,NoSlowdown-150,2,114
Towers,NoSlowdown-150,3,114
Towers,NoSlowdown-150,4,113
Towers,NoSlowdown-150,5,114
Towers,NoSlowdown-150,6,114
Towers,NoSlowdown-150,7,113
Towers,NoSlowdown-150,8,114
Towers,NoSlowdown-150,9,114
Permute,NoSlowdown-150,1,97
Permute,NoSlowdown-150,10,97
Permute,NoSlowdown-150,2,97
Permute,NoSlowdown-150,3,97
Permute,NoSlowdown-150,4,97
Permute,NoSlowdown-150,5,97
Permute,NoSlowdown-150,6,97
Permute,NoSlowdown-150,7,97
Permute,NoSlowdown-150,8,97
Permute,NoSlowdown-150,9,97
Queens,NoSlowdown-150,1,71
Queens,NoSlowdown-150,10,71
Queens,NoSlowdown-150,2,71
Queens,NoSlowdown-150,3,71
Queens,NoSlowdown-150,4,71
Queens,NoSlowdown-150,5,71
Queens,NoSlowdown-150,6,71
Queens,NoSlowdown-150,7,71
Queens,NoSlowdown-150,8,71
Queens,NoSlowdown-150,9,71
DeltaBlue,NoSlowdown-150,1,224
DeltaBlue,NoSlowdown-150,10,224
DeltaBlue,NoSlowdown-150,2,223
DeltaBlue,NoSlowdown-150,3,224
DeltaBlue,NoSlowdown-150,4,224
DeltaBlue,NoSlowdown-150,5,223
DeltaBlue,NoSlowdown-150,6,224
DeltaBlue,NoSlowdown-150,7,224
DeltaBlue,NoSlowdown-150,8,222
DeltaBlue,NoSlowdown-150,9,223
Mandelbrot,NoSlowdown-150,1,128
Mandelbrot,NoSlowdown-150,10,128
Mandelbrot,NoSlowdown-150,2,128
Mandelbrot,NoSlowdown-150,3,128
Mandelbrot,NoSlowdown-150,4,128
Mandelbrot,NoSlowdown-150,5,128
Mandelbrot,NoSlowdown-150,6,128
Mandelbrot,NoSlowdown-150,7,128
Mandelbrot,NoSlowdown-150,8,128
Mandelbrot,NoSlowdown-150,9,128
Richards,NoSlowdown-50,1,83
Json,NoSlowdown-50,1,69
Json,NoSlowdown-50,10,68
Richards,NoSlowdown-50,10,83
Richards,NoSlowdown-50,2,83
Json,NoSlowdown-50,2,68
Json,NoSlowdown-50,3,68
Richards,NoSlowdown-50,3,83
Richards,NoSlowdown-50,4,82
Json,NoSlowdown-50,4,68
Richards,NoSlowdown-50,5,83
Json,NoSlowdown-50,5,68
Richards,NoSlowdown-50,6,82
Json,NoSlowdown-50,6,68
Json,NoSlowdown-50,7,68
Richards,NoSlowdown-50,7,82
Json,NoSlowdown-50,8,68
Richards,NoSlowdown-50,8,82
Json,NoSlowdown-50,9,68
Richards,NoSlowdown-50,9,83
CD,NoSlowdown-50,1,111
CD,NoSlowdown-50,10,111
CD,NoSlowdown-50,2,111
CD,NoSlowdown-50,3,111
CD,NoSlowdown-50,4,111
CD,NoSlowdown-50,5,111
CD,NoSlowdown-50,6,111
CD,NoSlowdown-50,7,111
CD,NoSlowdown-50,8,111
CD,NoSlowdown-50,9,111
Bounce,NoSlowdown-50,1,115
List,NoSlowdown-50,1,177
Sieve,NoSlowdown-50,1,181
Bounce,NoSlowdown-50,10,114
List,NoSlowdown-50,10,178
Sieve,NoSlowdown-50,10,181
Sieve,NoSlowdown-50,2,181
List,NoSlowdown-50,2,179
Bounce,NoSlowdown-50,2,115
List,NoSlowdown-50,3,178
Sieve,NoSlowdown-50,3,181
Bounce,NoSlowdown-50,3,114
Sieve,NoSlowdown-50,4,181
Bounce,NoSlowdown-50,4,115
List,NoSlowdown-50,4,178
Bounce,NoSlowdown-50,5,115
List,NoSlowdown-50,5,178
Sieve,NoSlowdown-50,5,181
Sieve,NoSlowdown-50,6,181
List,NoSlowdown-50,6,178
Bounce,NoSlowdown-50,6,115
Bounce,NoSlowdown-50,7,115
Sieve,NoSlowdown-50,7,181
List,NoSlowdown-50,7,178
List,NoSlowdown-50,8,178
Bounce,NoSlowdown-50,8,114
Sieve,NoSlowdown-50,8,182
List,NoSlowdown-50,9,178
Bounce,NoSlowdown-50,9,115
Sieve,NoSlowdown-50,9,181
NBody,NoSlowdown-50,1,108
NBody,NoSlowdown-50,10,108
NBody,NoSlowdown-50,2,109
NBody,NoSlowdown-50,3,108
NBody,NoSlowdown-50,4,108
NBody,NoSlowdown-50,5,108
NBody,NoSlowdown-50,6,108
NBody,NoSlowdown-50,7,109
NBody,NoSlowdown-50,8,108
NBody,NoSlowdown-50,9,108
Storage,NoSlowdown-50,1,151
Storage,NoSlowdown-50,10,151
Storage,NoSlowdown-50,2,151
Storage,NoSlowdown-50,3,151
Storage,NoSlowdown-50,4,151
Storage,NoSlowdown-50,5,150
Storage,NoSlowdown-50,6,151
Storage,NoSlowdown-50,7,151
Storage,NoSlowdown-50,8,150
Storage,NoSlowdown-50,9,151
Towers,NoSlowdown-50,1,113
Towers,NoSlowdown-50,10,113
Towers,NoSlowdown-50,2,113
Towers,NoSlowdown-50,3,114
Towers,NoSlowdown-50,4,114
Towers,NoSlowdown-50,5,114
Towers,NoSlowdown-50,6,113
Towers,NoSlowdown-50,7,114
Towers,NoSlowdown-50,8,113
Towers,NoSlowdown-50,9,114
Permute,NoSlowdown-50,1,97
Permute,NoSlowdown-50,10,97
Permute,NoSlowdown-50,2,97
Permute,NoSlowdown-50,3,97
Permute,NoSlowdown-50,4,97
Permute,NoSlowdown-50,5,97
Permute,NoSlowdown-50,6,97
Permute,NoSlowdown-50,7,97
Permute,NoSlowdown-50,8,97
Permute,NoSlowdown-50,9,97
Queens,NoSlowdown-50,1,71
Queens,NoSlowdown-50,10,71
Queens,NoSlowdown-50,2,71
Queens,NoSlowdown-50,3,71
Queens,NoSlowdown-50,4,71
Queens,NoSlowdown-50,5,71
Queens,NoSlowdown-50,6,71
Queens,NoSlowdown-50,7,71
Queens,NoSlowdown-50,8,71
Queens,NoSlowdown-50,9,71
DeltaBlue,NoSlowdown-50,1,224
DeltaBlue,NoSlowdown-50,10,223
DeltaBlue,NoSlowdown-50,2,224
DeltaBlue,NoSlowdown-50,3,221
DeltaBlue,NoSlowdown-50,4,224
DeltaBlue,NoSlowdown-50,5,224
DeltaBlue,NoSlowdown-50,6,223
DeltaBlue,NoSlowdown-50,7,224
DeltaBlue,NoSlowdown-50,8,224
DeltaBlue,NoSlowdown-50,9,226
Mandelbrot,NoSlowdown-50,1,128
Mandelbrot,NoSlowdown-50,10,128
Mandelbrot,NoSlowdown-50,2,128
Mandelbrot,NoSlowdown-50,3,128
Mandelbrot,NoSlowdown-50,4,128
Mandelbrot,NoSlowdown-50,5,128
Mandelbrot,NoSlowdown-50,6,128
Mandelbrot,NoSlowdown-50,7,128
Mandelbrot,NoSlowdown-50,8,128
Mandelbrot,NoSlowdown-50,9,128
Havlak,NoSlowdown-100,1,204
Havlak,NoSlowdown-100,10,205
Havlak,NoSlowdown-100,2,204
Havlak,NoSlowdown-100,3,204
Havlak,NoSlowdown-100,4,204
Havlak,NoSlowdown-100,5,204
Havlak,NoSlowdown-100,6,204
Havlak,NoSlowdown-100,7,204
Havlak,NoSlowdown-100,8,204
Havlak,NoSlowdown-100,9,206
Havlak,NoSlowdown-150,1,204
Havlak,NoSlowdown-150,10,205
Havlak,NoSlowdown-150,2,204
Havlak,NoSlowdown-150,3,204
Havlak,NoSlowdown-150,4,205
Havlak,NoSlowdown-150,5,205
Havlak,NoSlowdown-150,6,203
Havlak,NoSlowdown-150,7,204
Havlak,NoSlowdown-150,8,203
Havlak,NoSlowdown-150,9,203
Havlak,NoSlowdown-50,1,203
Havlak,NoSlowdown-50,10,202
Havlak,NoSlowdown-50,2,203
Havlak,NoSlowdown-50,3,202
Havlak,NoSlowdown-50,4,203
Havlak,NoSlowdown-50,5,202
Havlak,NoSlowdown-50,6,203
Havlak,NoSlowdown-50,7,204
Havlak,NoSlowdown-50,8,204
Havlak,NoSlowdown-50,9,203

